cht_name,eng_name,id,typhoon_year,typhoon_route,born_location,hit_date,hit_count,warning_start,warning_end,warning_count,max_intensity,max_wind_speed,landind_location,moving_info,disaster_info,link,typhoon_sn,total_accu_rain_pic,daily_accu_rain_pic,typhoon_info_pdf,typhoon_route_pic,typhoon_alert_pdf
昌鴻,CHAN-HOM,201509,2015,---,"159.5, 10.1",2015年 07月 10日,1,海上 2015-07-09 05:30:00;陸上 2015-07-09 20:30:00,陸上 2015-07-10 23:30:00;海上 2015-07-11 11:30:00,19,中度,48 (公尺/秒),---,生成後向西轉西北緩慢移動，9日5時其中心在琉球東南方海面，暴風圈逐漸接近臺灣東北部及北部海面；20時起其暴風圈逐漸擴大，對臺灣北部及東北部陸地逐漸構成威脅。10日17時，其暴風圈掠過臺灣東北部鼻頭角，23時其強度逐漸減弱，對陸地威脅已解除。11日11時其中心在臺北北方海面，向北北西轉北移動，對臺灣北部海面威脅亦已解除。,未有重大災情發生。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/12?id=ISNULL,201509-昌鴻,201509-昌鴻/各測站總雨量長條圖.png,201509-昌鴻/各測站連續24小時累積雨量長條圖.png,201509-昌鴻/颱風雨量綜合資訊.pdf,201509-昌鴻/颱風路徑圖.png,201509-昌鴻/颱風警報單.pdf
紅霞,NOUL,201506,2015,---,"140.7, 9.3",2015年 05月 11日,1,海上 2015-05-10 08:30:00,海上 2015-05-11 20:30:00,13,強烈,51 (公尺/秒),---,颱風4日在關島西南方海面形成後往西轉西北方向緩慢移動，10日8時其中心在鵝鑾鼻南南東方海面，暴風圈逐漸接近巴士海峽及臺灣東南部海面；20時起其強度逐漸減弱，暴風半徑亦逐漸減小，並逐漸向北轉東北移動。11日20時其中心在臺東東北東方海面繼續向東北方向移動，蘭嶼綠島已脫離其暴風圈，對臺灣近海威脅亦已解除。,無災情發生。,---,201506-紅霞,201506-紅霞/各測站總雨量長條圖.png,201506-紅霞/各測站連續24小時累積雨量長條圖.png,201506-紅霞/颱風雨量綜合資訊.pdf,201506-紅霞/颱風路徑圖.png,201506-紅霞/颱風警報單.pdf
鳳凰,FUNG-WONG,201416,2014,特殊,"129.5, 12.9",2014年 09月 21日,1,海上 2014-09-19 08:30:00;陸上 2014-09-19 20:30:00,陸上 2014-09-22 05:30:00;海上 2014-09-22 08:30:00,25,輕度,25 (公尺/秒),鵝鑾鼻、三貂角,生成後向西北轉北北東移動，21 日10 時左右其中心掠過鵝鑾鼻，之後向北北東沿東部近海轉北移動，當日22 時左右掠過三貂角，中心進入北部海面繼續朝北移動。,略有災情，有1 人死亡。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/48?id=ISNULL,201416-鳳凰,201416-鳳凰/各測站總雨量長條圖.png,201416-鳳凰/各測站連續24小時累積雨量長條圖.png,201416-鳳凰/颱風雨量綜合資訊.pdf,201416-鳳凰/颱風路徑圖.png,201416-鳳凰/颱風警報單.pdf
菲特,FITOW,201323,2013,1,"132.5, 13.5",2013年 10月 06日,1,海上 2013-10-04 23:30:00;陸上 2013-10-05 14:30:00,陸上 2013-10-07 08:30:00;海上 2013-10-07 08:30:00,20,中度,38 (公尺/秒),---,生成後向北北西移動，之後轉向西北西通過臺灣北部海面，7日2時左右由福建、浙江交界處進入大陸。,未有重大災情發生。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/44?id=ISNULL,201323-菲特,201323-菲特/各測站總雨量長條圖.png,201323-菲特/各測站連續24小時累積雨量長條圖.png,201323-菲特/颱風雨量綜合資訊.pdf,201323-菲特/颱風路徑圖.png,201323-菲特/颱風警報單.pdf
天兔,USAGI,201319,2013,5,"131.5, 17.6",2013年 09月 21日,1,海上 2013-09-19 23:30:00;陸上 2013-09-20 08:30:00,陸上 2013-09-22 08:30:00;海上 2013-09-22 14:30:00,22,強烈,55 (公尺/秒),---,生成後向西轉西南西後轉向西北西朝臺灣東南部前進，21日減弱為中度颱風並持續向西北西行進遠離臺灣。,受颱風影響東南部降下豪雨，造成部分地區淹水、道路坍方交通中斷。農損約新臺幣1.9億元。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/43?id=ISNULL,201319-天兔,201319-天兔/各測站總雨量長條圖.png,201319-天兔/各測站連續24小時累積雨量長條圖.png,201319-天兔/颱風雨量綜合資訊.pdf,201319-天兔/颱風路徑圖.png,201319-天兔/颱風警報單.pdf
康芮,KONG-REY,201315,2013,6,"125.3, 16.0",2013年 08月 29日,1,海上 2013-08-27 11:30:00;陸上 2013-08-28 11:30:00,陸上 2013-08-29 17:30:00;海上 2013-08-29 20:30:00,20,輕度,25 (公尺/秒),---,生成後向北北西轉北朝臺灣東南部海面前進，掠過臺灣東北部近海後轉向東北移動遠離臺灣。,受颱風影響中南部降下豪雨，造成多處地區嚴重淹水、道路中斷。計有6人死亡，農損與潭美颱風並計逾新臺幣9億元。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/42?id=ISNULL,201315-康芮,201315-康芮/各測站總雨量長條圖.png,201315-康芮/各測站連續24小時累積雨量長條圖.png,201315-康芮/颱風雨量綜合資訊.pdf,201315-康芮/颱風路徑圖.png,201315-康芮/颱風警報單.pdf
潭美,TRAMI,201312,2013,1,"127.3, 20.5",2013年 08月 21日,1,海上 2013-08-20 11:30:00;陸上 2013-08-20 20:30:00,陸上 2013-08-22 08:30:00;海上 2013-08-22 08:30:00,16,輕度,30 (公尺/秒),---,8月18日琉球南方海面生成，並往東南移動，19日移速減慢呈現滯留並逐漸轉為向北移動，20日17時轉為向西北方向並朝臺灣東北部及北部海面前進，21日14時再轉為向西進行，暴風圈進入臺灣北部及東北部，21日晚間其中心逐漸通過北部海面，暴風圈壟罩臺灣中部以北、東北部及東部陸地，22日2時由馬祖西南方進入福建。,颱風帶來全臺出現豪雨，新竹縣、苗栗縣及台中市等地區降下超大豪雨，西半部其他各地及宜蘭縣亦降下大豪雨。颱風造成西半部地區淹水，北部及中部山區多處道路坍方，山區鐵路及航空交通中斷。供電供水方面，新竹縣及南投縣電力系統受損，大約6萬戶停電；新竹、苗栗及嘉義地區輸水管線遭土石流沖斷，造成約2萬戶停水等災情，共計有10人受傷，農損約9百萬元。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/41?id=ISNULL,201312-潭美,201312-潭美/各測站總雨量長條圖.png,201312-潭美/各測站連續24小時累積雨量長條圖.png,201312-潭美/颱風雨量綜合資訊.pdf,201312-潭美/颱風路徑圖.png,201312-潭美/颱風警報單.pdf
西馬隆,CIMARON,201308,2013,---,"122.0, 18.5",2013年 07月 17日,1,海上 2013-07-17 10:30:00,海上 2013-07-18 11:30:00,10,輕度,18 (公尺/秒),---,生成後向西北方向移動，通過巴士海峽後持續朝西北方向前進。,未有災情傳出。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/40?id=ISNULL,201308-西馬隆,201308-西馬隆/各測站總雨量長條圖.png,201308-西馬隆/各測站連續24小時累積雨量長條圖.png,201308-西馬隆/颱風雨量綜合資訊.pdf,201308-西馬隆/颱風路徑圖.png,201308-西馬隆/颱風警報單.pdf
蘇力,SOULIK,201307,2013,2,"145.5, 19.1",2013年 07月 13日,1,海上 2013-07-11 08:30:00;陸上 2013-07-11 20:30:00,陸上 2013-07-13 23:30:00;海上 2013-07-13 23:30:00,22,強烈,51 (公尺/秒),新北市與宜蘭縣交界處,生成後向西北西方向移動，11日20時由強烈颱風減弱為中度颱風，接近臺灣東北部海面時略為向西北移動，13日3時於新北市與宜蘭縣交界處登陸，8 時左右於新竹附近出海，16時前後由福建進入大陸。,受颱風影響，全臺出現強風豪雨，造成多處地區淹水、道路坍方交通中斷。計有3人死亡，農損約新臺幣14.8億元。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/39?id=ISNULL,201307-蘇力,201307-蘇力/各測站總雨量長條圖.png,201307-蘇力/各測站連續24小時累積雨量長條圖.png,201307-蘇力/颱風雨量綜合資訊.pdf,201307-蘇力/颱風路徑圖.png,201307-蘇力/颱風警報單.pdf
杰拉華,JELAWAT,201217,2012,---,"131.5, 13.5",2012年 09月 28日,1,海上 2012-09-27 02:30:00,海上 2012-09-28 20:30:00,15,強烈,55 (公尺/秒),---,生成後先向西南之後轉西北方向朝臺灣東方海面接近，28日2時逐漸轉向東北方向遠離臺灣。,未有重大災情發生。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/53?id=ISNULL,201217-杰拉華,201217-杰拉華/各測站總雨量長條圖.png,201217-杰拉華/各測站連續24小時累積雨量長條圖.png,201217-杰拉華/颱風雨量綜合資訊.pdf,201217-杰拉華/颱風路徑圖.png,201217-杰拉華/颱風警報單.pdf
天秤,TEMBIN,201214,2012,特殊,"124.8, 17.7",2012年 08月 24日,2,海上 2012-08-21 14:30:00;陸上 2012-08-22 05:30:00,陸上 2012-08-25 08:30:00;海上 2012-08-25 14:30:00,33,中度,45 (公尺/秒),屏東牡丹鄉附近,形成後向北行進，至鵝鑾鼻東方海面後向北北西轉西方向移動，至臺東東方近海轉西南西撲向恆春半島，24日5時於屏東牡丹鄉附近登陸，穿越恆春半島後向西南西方向離去。,受颱風影響，恆春半島、東部及臺東離島地區災情慘重，造成房屋損毀、道路中斷、電力中斷、土石流、淹水等災情。農損逾2.5億元。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/56?id=ISNULL,201214-天秤,201214-天秤/各測站總雨量長條圖.png,201214-天秤/各測站連續24小時累積雨量長條圖.png,201214-天秤/颱風雨量綜合資訊.pdf,201214-天秤/颱風路徑圖.png,201214-天秤/颱風警報單.pdf
啟德,KAI-TAK,201213,2012,---,"128.2, 16.5",2012年 08月 15日,1,海上 2012-08-14 14:30:00,海上 2012-08-15 17:30:00,10,輕度,20 (公尺/秒),---,生成後向西移動，15日8時進入菲律賓呂宋島北部，進入巴士海峽南方後朝西北西方向移動遠離臺灣。,未有重大災情發生。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/58?id=ISNULL,201213-啟德,201213-啟德/各測站總雨量長條圖.png,201213-啟德/各測站連續24小時累積雨量長條圖.png,201213-啟德/颱風雨量綜合資訊.pdf,201213-啟德/颱風路徑圖.png,201213-啟德/颱風警報單.pdf
蒂絲,TESS,198207,1982,---,"113.6, 20.9",1982年 07月 02日,1,海上 1982-07-01 15:30:00,海上 1982-07-02 09:20:00,4,輕度,18 (公尺/秒),---,形成後向東北東緩慢進行，至東沙島東北方海面減弱為熱帶性低氣壓。,---,---,198207-蒂絲,198207-蒂絲/各測站總雨量長條圖.png,---,---,198207-蒂絲/颱風路徑圖.png,198207-蒂絲/颱風警報單.pdf
海葵,HAIKUI,201211,2012,---,"141.2, 23.8",2012年 08月 07日,1,海上 2012-08-06 11:30:00,海上 2012-08-07 17:30:00,11,中度,35 (公尺/秒),---,生成後向西移動，8日凌晨登陸中國浙江。,未有重大災情發生。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/59?id=ISNULL,201211-海葵,201211-海葵/各測站總雨量長條圖.png,201211-海葵/各測站連續24小時累積雨量長條圖.png,201211-海葵/颱風雨量綜合資訊.pdf,201211-海葵/颱風路徑圖.png,201211-海葵/颱風警報單.pdf
蘇拉,SAOLA,201209,2012,2,"127.0, 14.5",2012年 08月 02日,1,海上 2012-07-30 20:30:00;陸上 2012-07-31 20:30:00,陸上 2012-08-03 14:30:00;海上 2012-08-03 14:30:00,31,中度,38 (公尺/秒),花蓮秀林鄉,生成後以北北西方向移動，2日3時20分於花蓮秀林鄉附近登陸，之後呈打轉現象，2日14時左右掠過臺灣東北角進入北部海面，3日6時左右於馬祖北方進入福建。,受颱風影響降下豪雨，造成多處地區發生土石流、淹水、道路中斷等災情。計有7人死亡，農損逾12 億元。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/57?id=ISNULL,201209-蘇拉,201209-蘇拉/各測站總雨量長條圖.png,201209-蘇拉/各測站連續24小時累積雨量長條圖.png,201209-蘇拉/颱風雨量綜合資訊.pdf,201209-蘇拉/颱風路徑圖.png,201209-蘇拉/颱風警報單.pdf
杜蘇芮,DOKSURI,201206,2012,---,"130.8, 13.9",2012年 06月 28日,1,海上 2012-06-28 05:30:00,海上 2012-06-29 08:30:00,10,輕度,23 (公尺/秒),---,生成後向西北西方向移動，通過巴士海峽後朝東沙島海面前進。,未有重大災情發生。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/52?id=ISNULL,201206-杜蘇芮,201206-杜蘇芮/各測站總雨量長條圖.png,201206-杜蘇芮/各測站連續24小時累積雨量長條圖.png,201206-杜蘇芮/颱風雨量綜合資訊.pdf,201206-杜蘇芮/颱風路徑圖.png,201206-杜蘇芮/颱風警報單.pdf
泰利,TALIM,201205,2012,9,"111.8, 18.6",2012年 06月 20日,1,海上 2012-06-19 05:30:00;陸上 2012-06-19 20:30:00,陸上 2012-06-21 02:30:00;海上 2012-06-21 05:30:00,17,輕度,25 (公尺/秒),---,生成後以東北方向朝臺灣海峽移動，21日5時於彭佳嶼東北方海面減弱為熱帶性低氣壓。,受颱風影響，中南部地區降下豪雨，造成嘉義、臺南、高雄及屏東等地區淹水。計有1人死亡，農損逾7億元。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/55?id=ISNULL,201205-泰利,201205-泰利/各測站總雨量長條圖.png,201205-泰利/各測站連續24小時累積雨量長條圖.png,201205-泰利/颱風雨量綜合資訊.pdf,201205-泰利/颱風路徑圖.png,201205-泰利/颱風警報單.pdf
南瑪都,NANMADOL,201111,2011,4,"127.3, 16.0",2011年 08月 29日,1,海上 2011-08-27 05:30:00;陸上 2011-08-27 20:30:00,陸上 2011-08-31 08:30:00;海上 2011-08-31 08:30:00,34,強烈,53 (公尺/秒),臺東縣大武附近,8月23日20時於菲律賓東方海面生成，初期往西移動，隨後轉為偏西北移動，27日其中心通過菲律賓呂宋島東北角邊緣，轉為偏北北西移動。颱風中心於29日4時20分左右由臺東縣大武附近登陸，13時左右在臺南附近出海，進入臺灣海峽，緩慢向西北移動，31日8時於臺灣海峽減弱為熱帶性低氣壓。,---,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/66?id=ISNULL,201111-南瑪都,201111-南瑪都/各測站總雨量長條圖.png,201111-南瑪都/各測站連續24小時累積雨量長條圖.png,201111-南瑪都/颱風雨量綜合資訊.pdf,201111-南瑪都/颱風路徑圖.png,201111-南瑪都/颱風警報單.pdf
米雷,MEARI,201105,2011,---,"130.0, 13.2",2011年 06月 25日,1,海上 2011-06-23 23:30:00,海上 2011-06-25 14:30:00,14,輕度,28 (公尺/秒),---,6月22日14時於菲律賓東方海面生成，往北北西方向移動並經過臺灣東方海面，其暴風圈於25日通過臺灣東北部海面與北部海面，27日8時於黃海減弱為熱帶性低氣壓。,---,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/64?id=ISNULL,201105-米雷,201105-米雷/各測站總雨量長條圖.png,201105-米雷/各測站連續24小時累積雨量長條圖.png,201105-米雷/颱風雨量綜合資訊.pdf,201105-米雷/颱風路徑圖.png,201105-米雷/颱風警報單.pdf
桑達,SONGDA,201102,2011,---,"137.6, 9.4",2011年 05月 28日,1,海上 2011-05-27 02:30:00,海上 2011-05-28 14:30:00,13,強烈,55 (公尺/秒),---,5月22日2時於菲律賓東方海面生成，初期移動方向偏西北西，25日以後逐漸轉向偏北北西轉偏北方向移動，通過臺灣東部近海後，逐漸轉為向東北方向加速移動，29日14時於日本南方海面轉變為溫帶氣旋。,---,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/62?id=ISNULL,201102-桑達,201102-桑達/各測站總雨量長條圖.png,201102-桑達/各測站連續24小時累積雨量長條圖.png,201102-桑達/颱風雨量綜合資訊.pdf,201102-桑達/颱風路徑圖.png,201102-桑達/颱風警報單.pdf
艾利,AERE,201101,2011,---,"126.4, 12.9",2011年 05月 10日,1,海上 2011-05-09 05:30:00,海上 2011-05-10 17:30:00,13,輕度,23 (公尺/秒),---,5月7日14時於菲律賓東方海面生成，初期移動方向偏西，8日接近菲律賓群島時，轉為向西北至北北西方向移動。9日上午5時30分發布海上颱風警報，颱風中心於11時左右進入呂宋島，移動方向由北北西轉為偏北，23時左右，颱風中心離開呂宋島。10日11時之後，轉為偏東北方向移動， 17時30分解除海上颱風警報，隨後於12日2時，在日本南方海面減弱為熱帶性低氣壓。,---,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/61?id=ISNULL,201101-艾利,201101-艾利/各測站總雨量長條圖.png,201101-艾利/各測站連續24小時累積雨量長條圖.png,201101-艾利/颱風雨量綜合資訊.pdf,201101-艾利/颱風路徑圖.png,201101-艾利/颱風警報單.pdf
梅姬,MEGI,201013,2010,9,"141.0, 11.7",2010年 10月 22日,1,海上 2010-10-21 02:30:00;陸上 2010-10-21 17:30:00,陸上 2010-10-23 23:30:00;海上 2010-10-23 23:30:00,24,中度,48 (公尺/秒),---,生成後先向西北轉西北西方向移動，強度逐漸增為強烈颱風之後由西轉西南西方向，穿過呂宋島後減弱為中度颱風並逐漸由西北西轉向偏北移動，進入臺灣海峽後轉向北北西移動，23日13時10分左右由福建進入大陸。,"受東北季風及颱風影響，北臺灣降下豪雨，造成宜蘭地區淹水、土石流及蘇花公路多處坍方等嚴重災情。計有38人死亡，農損約1 億 3,590 萬元。",https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/73?id=ISNULL,201013-梅姬,201013-梅姬/各測站總雨量長條圖.png,201013-梅姬/各測站連續24小時累積雨量長條圖.png,201013-梅姬/颱風雨量綜合資訊.pdf,201013-梅姬/颱風路徑圖.png,201013-梅姬/颱風警報單.pdf
凡那比,FANAPI,201011,2010,4,"127.6, 20.7",2010年 09月 19日,1,海上 2010-09-17 23:30:00;陸上 2010-09-18 05:30:00,陸上 2010-09-20 14:30:00;海上 2010-09-20 14:30:00,22,中度,45 (公尺/秒),花蓮豐濱,生成後向東北緩慢移動，增強為中度颱風後緩慢向北轉北北西移動，之後轉為偏西移動，暴風圈接觸台灣陸地後逐漸轉向西南西至西南方向移動，19日8時40分在花蓮縣豐濱鄉附近登陸，18時左右由臺南附近進入臺灣海峽，20日7時左右由福建進入大陸。,受颱風影響，南部、東部地區降下豪雨，造成臺南、高雄及屏東等地區淹水，部分地區鐵、公路交通受阻。計有2人死亡，農損逾45億元。,https://bear.emic.gov.tw/MY/#/home/disasterInfo/index/timeline/72?id=ISNULL,201011-凡那比,201011-凡那比/各測站總雨量長條圖.png,201011-凡那比/各測站連續24小時累積雨量長條圖.png,201011-凡那比/颱風雨量綜合資訊.pdf,201011-凡那比/颱風路徑圖.png,201011-凡那比/颱風警報單.pdf
